,id,city_code
0,252181867,13218
1,253116588,10209
2,263169603,8364
3,263170322,8225
4,263170973,8225
5,263171654,8226
6,263173769,8226
7,263173775,8226
8,263174169,8221
9,263174638,8226
10,264406105,8201
11,264414272,9203
12,264414312,9203
13,264414398,9203
14,264414427,9203
15,264414933,9202
16,264414945,9202
17,264414962,9202
18,264811005,10202
19,264817640,10208
20,264880677,9203
21,264887159,9203
22,264887203,9203
23,264887412,9203
24,264890032,9203
25,264890309,9203
26,264890326,9203
27,264890521,9203
28,276598197,13212
29,280497227,13209
30,280497653,14152
31,281366090,13113
32,281366385,13113
33,281367199,14216
34,281367943,13209
35,281369098,13209
36,281417172,13224
37,281417757,13212
38,281441695,13212
39,281469984,14152
40,281471393,14153
41,286932803,13115
42,286932875,13115
43,286932984,13204
44,287277278,14153
45,288166256,11208
46,295063523,13208
47,298987497,14153
48,302041895,13111
49,302046097,13111
50,304159066,13109
51,305546807,13205
52,305546892,13205
53,305547612,13205
54,307676081,13112
55,308226692,13206
56,309037541,13112
57,310387533,13208
58,310387535,13208
59,312078631,14133
60,315863803,13112
61,322038004,12231
62,322447002,8208
63,331425426,12222
64,344230687,13115
65,344907542,11231
66,344931542,13115
67,345148090,12231
68,345153737,12329
69,346856897,13115
70,346861195,13115
71,346862876,13115
72,346865866,13115
73,346867078,13115
74,346868250,13115
75,346873413,13112
76,349080701,13115
77,349119754,13115
78,350055294,13112
79,350058120,13112
80,352755433,13112
81,353287796,13112
82,355572815,13112
83,355573617,13112
84,356626404,13204
85,356907980,14132
86,358450250,14216
87,358988147,14216
88,359010138,13112
89,360201376,13112
90,360201779,13112
91,360202148,13112
92,360546990,13115
93,360605485,13115
94,360620346,13112
95,360622957,13112
96,360661318,13112
97,360661318,13112
98,361105298,13112
99,364424128,13112
100,364643447,13115
101,365293874,13112
102,366198526,13112
103,366200310,13112
104,366497801,13227
105,366644834,11233
106,369662273,14131
107,369787454,14135
108,369787623,14135
109,374103151,14153
110,374106517,14153
111,379357040,13112
112,379362434,13112
113,380493223,13113
114,380517766,13113
115,380542634,13113
116,381131962,13110
117,382041795,13112
118,384040708,13112
119,384053790,13208
120,384332661,13209
121,384336817,13209
122,384339916,14137
123,384359579,13208
124,385026898,14135
125,393124691,14113
126,393140555,19213
127,410459457,13112
128,410751294,11201
129,426836321,12237
130,426888734,13119
131,427596731,13112
132,429505763,14135
133,429712447,13206
134,429722990,13206
135,429764681,13206
136,430092650,13112
137,432853515,14135
138,433596409,13209
139,433682863,13209
140,433690125,13209
141,433724613,13209
142,434420083,14152
143,442981087,14135
144,444401700,12211
145,448170398,14216
146,461618219,14113
147,469773759,14153
148,472822807,13218
149,472839337,13218
150,472845356,13218
151,476502190,11202
152,476502902,11202
153,476663068,13119
154,484504274,13115
155,503889337,11241
156,503890612,11326
157,506091650,13112
158,519877903,13112
159,528610050,14135
160,528723500,14135
161,537646090,14135
162,538953447,14135
163,549943016,13209
164,550998092,12222
165,558886751,8205
166,564652892,14216
167,564679271,14216
168,564683298,14216
169,573160940,12222
170,573263650,14137
171,588382143,14135
172,588384811,14135
173,588411766,14135
174,588418778,14135
175,588653618,14135
176,595796178,13115
177,598384075,13112
178,598515219,14137
179,601463306,13112
180,601597513,13112
181,603054338,14134
182,604243933,13112
183,604347730,13112
184,618591679,13209
185,618623779,13112
186,618630501,13112
187,638244045,13119
188,638957685,13112
189,647813174,13112
190,648752413,13212
191,655135958,13115
192,656317386,14151
193,656317413,14151
194,665236829,14134
195,665873835,14153
196,674651501,14151
197,699743894,9203
198,720441954,7367
199,734858734,8205
200,734882620,8236
201,736463383,8201
202,736463419,8201
203,736482224,8201
204,752178794,13122
205,764747643,8201
206,766774766,15225
207,767609666,8236
208,823878873,11210
209,858542168,19206
210,858927868,14152
211,860789018,7367
212,872022714,13218
213,872029059,13218
214,878870298,13112
215,879607043,13109
216,897455552,13112
217,925562874,14131
218,925575747,14131
219,925989987,14131
220,926471591,14134
221,926486513,14134
222,926501437,14134
223,943379155,14216
224,978985194,13113
225,980051544,14132
226,999707396,14131
227,1000833103,14131
228,1000849147,14131
229,1002306998,14131
230,1021828847,11201
231,1030731701,13112
232,1036800493,12236
233,1051806876,13218
234,1051806896,13218
235,1051806917,13218
236,1060655110,13201
237,1072745411,13205
238,1072745456,13205
239,1081989756,13109
240,1091293785,13112
241,1091704515,13111
242,1104523164,8201
243,1104740095,8201
244,1116474108,11238
245,1116959857,14131
246,1119971894,11238
247,1119971907,11238
248,1145456831,13111
249,1156436833,13209
250,1172465289,13116
251,1213084265,9203
252,1215343192,8236
253,1219056754,14135
254,1231657117,13111
255,1236852263,7444
256,1270306512,13206
257,1273121393,13206
258,1278989265,14153
259,1292282187,14131
260,1293009889,13111
261,1304248527,13109
262,1304352604,13113
263,1312648522,13112
264,1314263052,14153
265,1314291433,14153
266,1314791201,9205
267,1314792221,9205
268,1316150201,14152
269,1319736832,9205
270,1321900801,14134
271,1340406714,12236
272,1348943643,11238
273,1348967059,11238
274,1352659489,14137
275,1354102628,13209
276,1364687244,14152
277,1366840509,11233
278,1384346742,15225
279,1385018915,15225
280,1389192930,14101
281,1389192936,14101
282,1399951332,13111
283,1402218613,11233
284,1412683882,12329
285,1412685193,12329
286,1416230236,11102
287,1429715964,19214
288,1436626065,14135
289,1441130094,13208
290,1444339096,14117
291,1446668750,11238
292,1452178030,13112
293,1453378423,9204
294,1453378424,9204
295,1477423343,13228
296,1481419475,13122
297,1483050220,11202
298,1483050238,11202
299,1484551106,13109
300,1484551149,13109
301,1484551322,13109
302,1484551326,13109
