,id,lat,lon,name,city_code
167,564679271,35.5088062,139.4169825,小田急相模原5号,14216
168,564683298,35.5120505,139.419861,小田急相模原3号,14216
169,573160940,35.8696526,140.0554628,岡発戸新田,12222
170,573263650,35.6104454,139.5192939,読売ランド前4号,14137
171,588382143,35.6184337,139.5732852,船島踏切,14135
172,588384811,35.6162139,139.5775396,宿河原第二踏切,14135
173,588411766,35.6146258,139.5815107,宿河原第一踏切,14135
174,588418778,35.6141711,139.5828911,八幡踏切,14135
175,588653618,35.6134564,139.5873155,不動第一踏切,14135
176,595796178,35.6664832,139.6391423,下高井戸2号,13115
177,598384075,35.6690283,139.6219517,上北沢2号,13112
178,598515219,35.5948736,139.5002072,新百合ヶ丘１号,14137
179,601463306,35.6663243,139.6436023,明大前4号,13112
180,601597513,35.6634152,139.6421119,松原2号踏切,13112
181,603054338,35.6106796,139.5921435,久地踏切,14134
182,604243933,35.660796,139.6714906,池ノ上3号,13112
183,604347730,35.6094318,139.6440018,等々力2号踏切,13112
184,618591679,35.6090862,139.3314656,陽田第一踏切,13209
185,618623779,35.6696418,139.6054858,芦花公園1号,13112
186,618630501,35.6690915,139.6038322,芦花公園3号,13112
187,638244045,35.748857,139.702204,東上15号,13119
188,638957685,35.6645813,139.5913093,千歳烏山6号,13112
189,647813174,35.6471064,139.6447696,上町3号,13112
190,648752413,35.6601357,139.4201076,百草園8号踏切,13212
191,655135958,35.6836432,139.6107378,高井戸1号,13115
192,656317386,35.5992983,139.336643,橋本踏切 (Hashimoto crossing),14151
193,656317413,35.6012601,139.3332957,田尻踏切 (Tajiri crossing),14151
194,665236829,35.601871,139.6039624,平瀬第一,14134
195,665873835,35.51678,139.4240632,相模大野7号,14153
196,674651501,35.6039834,139.3319804,相原踏切,14151
197,699743894,36.2612394,139.6467644,日第183号踏切道,9203
198,720441954,37.3475021,139.3128155,田の口踏切,7367
199,734858734,36.1888985,140.2813652,小川街道踏切,8205
200,734882620,36.2451906,140.287433,脇山踏切,8236
201,736463383,36.3813954,140.4115381,河和田街道踏切,8201
202,736463419,36.3824161,140.419044,水戸街道踏切,8201
203,736482224,36.3776572,140.3843739,第三金谷踏切,8201
204,752178794,35.7581573,139.8619289,新堀踏切,13122
